Sales Summary: Gross Sales Displayed by Device,iPad cellutionz
4/25/2022,$71.14 
4/26/2022,$143.36 
4/27/2022,$167.49 
4/28/2022,$439.81 
4/29/2022,$250.08 
4/30/2022,$287.81 
5/1/2022,$0.00 
5/2/2022,$0.00 
5/3/2022,$28.02 
5/4/2022,$0.00 
5/5/2022,$0.00 
5/6/2022,$0.00 
5/7/2022,$781.75 
5/8/2022,$0.00 
5/9/2022,$239.30 
5/10/2022,$190.81 
5/11/2022,$279.20 
5/12/2022,$338.49 
5/13/2022,$0.00 
5/14/2022,$92.70 
5/15/2022,$0.00 
5/16/2022,$222.05 
5/17/2022,$470.01 
5/18/2022,$255.46 
5/19/2022,$330.94 
5/20/2022,$0.00 
5/21/2022,$462.71 
5/22/2022,$0.00 
5/23/2022,$168.16 
5/24/2022,$73.81 
5/25/2022,$311.53 
5/26/2022,$233.91 
5/27/2022,$0.00 
5/28/2022,$0.00 
5/29/2022,$0.00 
5/30/2022,$0.00 
5/31/2022,$0.00 
6/1/2022,$0.00 
6/2/2022,$0.00 
6/3/2022,$0.00 
6/4/2022,$0.00 
6/5/2022,$0.00 
6/6/2022,$0.00 
6/7/2022,$0.00 
6/8/2022,$0.00 
6/9/2022,$0.00 
6/10/2022,$0.00 
6/11/2022,$0.00 
6/12/2022,$0.00 
6/13/2022,$0.00 
6/14/2022,$0.00 
6/15/2022,$0.00 
6/16/2022,$0.00 
6/17/2022,$0.00 
6/18/2022,$0.00 
6/19/2022,$0.00 
6/20/2022,$0.00 
6/21/2022,$0.00 
6/22/2022,$0.00 
6/23/2022,$0.00 
6/24/2022,$0.00 
6/25/2022,$0.00 
6/26/2022,$0.00 
6/27/2022,$0.00 
6/28/2022,$0.00 
6/29/2022,$0.00 
6/30/2022,$0.00 
7/1/2022,$0.00 
7/2/2022,$0.00 
7/3/2022,$0.00 
7/4/2022,$0.00 
7/5/2022,$0.00 
7/6/2022,$0.00 
7/7/2022,$0.00 
7/8/2022,$0.00 
7/9/2022,$0.00 
7/10/2022,$0.00 
7/11/2022,$0.00 
7/12/2022,$0.00 
7/13/2022,$0.00 
7/14/2022,$0.00 
7/15/2022,$0.00 
7/16/2022,$0.00 
7/17/2022,$0.00 
7/18/2022,$0.00 
7/19/2022,$0.00 
7/20/2022,$0.00 
7/21/2022,$0.00 
7/22/2022,$0.00 
7/23/2022,$0.00 
7/24/2022,$0.00 
7/25/2022,$0.00 
7/26/2022,$0.00 
7/27/2022,$0.00 
7/28/2022,$0.00 
7/29/2022,$0.00 
7/30/2022,$0.00 
7/31/2022,$0.00 
8/1/2022,$0.00 
8/2/2022,$172.47 
8/3/2022,$172.48 
8/4/2022,$100.24 
8/5/2022,$189.71 
8/6/2022,$207.40 
8/7/2022,$0.00 
8/8/2022,$266.13 
8/9/2022,$20.00 
8/10/2022,$32.33 
8/11/2022,$703.90 
8/12/2022,$16.17 
8/13/2022,$166.01 
8/14/2022,$0.00 
8/15/2022,$144.44 
8/16/2022,$199.43 
8/17/2022,$318.01 
8/18/2022,$638.70 
8/19/2022,$145.53 
8/20/2022,$0.00 
8/21/2022,$0.00 
8/22/2022,$86.24 
8/23/2022,$355.73 
8/24/2022,$105.64 
8/25/2022,$0.00 
8/26/2022,$798.58 
8/27/2022,$225.67 
8/28/2022,$0.00 
8/29/2022,$49.58 
8/30/2022,$950.22 
8/31/2022,$277.59 
9/1/2022,$524.35 
9/2/2022,$893.10 
9/3/2022,$144.75 
9/4/2022,$0.00 
9/5/2022,$0.00 
9/6/2022,$196.19 
9/7/2022,$0.00 
9/8/2022,$0.00 
9/9/2022,$156.31 
9/10/2022,$275.73 
9/11/2022,$0.00 
9/12/2022,$73.03 
9/13/2022,$484.29 
9/14/2022,$144.99 
9/15/2022,$353.56 
9/16/2022,"$1,122.73 "
9/17/2022,$76.75 
9/18/2022,$0.00 
9/19/2022,$166.54 
9/20/2022,$589.44 
9/21/2022,$209.67 
9/22/2022,$222.50 
9/23/2022,$0.00 
9/24/2022,$191.17 
9/25/2022,$0.00 
9/26/2022,$435.50 
9/27/2022,$105.64 
9/28/2022,$21.56 
9/29/2022,$143.37 
9/30/2022,$412.32 
10/1/2022,$414.95 
10/2/2022,$0.00 
10/3/2022,$497.71 
10/4/2022,$121.81 
10/5/2022,$436.72 
10/6/2022,$16.17 
10/7/2022,$118.58 
10/8/2022,$102.41 
10/9/2022,$0.00 
10/10/2022,$43.12 
10/11/2022,$53.90 
10/12/2022,$26.95 
10/13/2022,$154.15 
10/14/2022,$0.00 
10/15/2022,$0.00 
10/16/2022,$0.00 
10/17/2022,$333.10 
10/18/2022,$213.98 
10/19/2022,$438.74 
10/20/2022,$867.89 
10/21/2022,$102.41 
10/22/2022,$150.92 
10/23/2022,$0.00 
10/24/2022,$489.40 
10/25/2022,$172.48 
10/26/2022,$208.04 
10/27/2022,$16.17 
10/28/2022,$143.64 
10/29/2022,$445.11 
10/30/2022,$0.00 
10/31/2022,$144.45 
11/1/2022,$0.00 
11/2/2022,$166.55 
11/3/2022,$690.70 
11/4/2022,$322.79 
11/5/2022,$172.47 
11/6/2022,$0.00 
11/7/2022,$293.38 
11/8/2022,$323.33 
11/9/2022,$140.14 
11/10/2022,$0.00 
11/11/2022,$155.22 
11/12/2022,$181.64 
11/13/2022,$0.00 
11/14/2022,$0.00 
11/15/2022,$316.10 
11/16/2022,$105.64 
11/17/2022,$0.00 
11/18/2022,$291.04 
11/19/2022,$31.80 
11/20/2022,$0.00 
11/21/2022,"$1,020.86 "
11/22/2022,$59.29 
11/23/2022,$26.95 
11/24/2022,$0.00 
11/25/2022,$0.00 
11/26/2022,$380.62 
11/27/2022,$0.00 
11/28/2022,$0.00 
11/29/2022,$0.00 
11/30/2022,$66.40 
12/1/2022,$0.00 
12/2/2022,$162.24 
12/3/2022,$173.44 
12/4/2022,$0.00 
12/5/2022,$253.33 
12/6/2022,$0.00 
12/7/2022,$121.81 
12/8/2022,$105.64 
12/9/2022,$0.00 
12/10/2022,$172.99 
12/11/2022,$0.00 
12/12/2022,$15.63 
12/13/2022,$230.69 
12/14/2022,$0.00 
12/15/2022,$144.88 
12/16/2022,$70.77 
12/17/2022,$859.53 
12/18/2022,$0.00 
12/19/2022,$693.90 
12/20/2022,$233.93 
12/21/2022,$232.85 
12/22/2022,$181.92 
12/23/2022,$0.00 
12/24/2022,$0.00 
12/25/2022,$0.00 
12/26/2022,$289.98 
12/27/2022,$671.06 
12/28/2022,$242.56 
12/29/2022,$105.64 
12/30/2022,$316.92 
12/31/2022,$178.40 
1/1/2023,$0.00 
