Sales Summary: Gross Sales Displayed by Device,iPad cellutionz
4/4/2018,$437.06 
4/5/2018,$85.39 
4/6/2018,$277.54 
4/7/2018,$387.82 
4/8/2018,$0.00 
4/9/2018,$22.41 
4/10/2018,$0.00 
4/11/2018,$334.69 
4/12/2018,$110.17 
4/13/2018,$82.19 
4/14/2018,$213.92 
4/15/2018,$0.00 
4/16/2018,$0.00 
4/17/2018,$0.00 
4/18/2018,$0.00 
4/19/2018,$133.44 
4/20/2018,$54.43 
4/21/2018,$0.00 
4/22/2018,$0.00 
4/23/2018,$106.54 
4/24/2018,$27.74 
4/25/2018,$121.68 
4/26/2018,$48.03 
4/27/2018,$44.81 
4/28/2018,$0.00 
4/29/2018,$0.00 
4/30/2018,$85.00 
5/1/2018,$14.95 
5/2/2018,$619.45 
5/3/2018,$77.29 
5/4/2018,$11.73 
5/5/2018,$0.00 
5/6/2018,$0.00 
5/7/2018,$22.41 
5/8/2018,$0.00 
5/9/2018,$101.41 
5/10/2018,$503.48 
5/11/2018,$0.00 
5/12/2018,$0.00 
5/13/2018,$0.00 
5/14/2018,$43.76 
5/15/2018,$0.00 
5/16/2018,$101.54 
5/17/2018,$0.00 
5/18/2018,$0.00 
5/19/2018,$231.34 
5/20/2018,$0.00 
5/21/2018,$0.00 
5/22/2018,$13.74 
5/23/2018,$0.00 
5/24/2018,$281.41 
5/25/2018,$191.79 
5/26/2018,$0.00 
5/27/2018,$0.00 
5/28/2018,$0.00 
5/29/2018,$48.04 
5/30/2018,$0.00 
5/31/2018,$27.74 
6/1/2018,$545.47 
6/2/2018,$106.75 
6/3/2018,$0.00 
6/4/2018,$0.00 
6/5/2018,$578.99 
6/6/2018,$149.45 
6/7/2018,$53.96 
6/8/2018,$90.74 
6/9/2018,$345.84 
6/10/2018,$0.00 
6/11/2018,$0.00 
6/12/2018,$53.36 
6/13/2018,$0.00 
6/14/2018,$0.00 
6/15/2018,$0.00 
6/16/2018,$27.74 
6/17/2018,$0.00 
6/18/2018,$303.67 
6/19/2018,$271.55 
6/20/2018,$134.49 
6/21/2018,$113.14 
6/22/2018,$308.21 
6/23/2018,$17.07 
6/24/2018,$0.00 
6/25/2018,$39.49 
6/26/2018,$227.32 
6/27/2018,$561.19 
6/28/2018,$92.85 
6/29/2018,$40.00 
6/30/2018,$128.10 
7/1/2018,$0.00 
7/2/2018,$8.53 
7/3/2018,$138.76 
7/4/2018,$0.00 
7/5/2018,$149.45 
7/6/2018,$343.16 
7/7/2018,$0.00 
7/8/2018,$0.00 
7/9/2018,$177.18 
7/10/2018,$61.92 
7/11/2018,$0.00 
7/12/2018,$423.06 
7/13/2018,$208.15 
7/14/2018,$27.74 
7/15/2018,$0.00 
7/16/2018,$16.01 
7/17/2018,$0.00 
7/18/2018,$189.97 
7/19/2018,$53.38 
7/20/2018,$364.05 
7/21/2018,$74.71 
7/22/2018,$0.00 
7/23/2018,$101.42 
7/24/2018,$154.79 
7/25/2018,$93.94 
7/26/2018,$530.55 
7/27/2018,$320.25 
7/28/2018,$268.99 
7/29/2018,$0.00 
7/30/2018,$181.46 
7/31/2018,$150.20 
8/1/2018,$151.56 
8/2/2018,$55.27 
8/3/2018,$580.07 
8/4/2018,$49.09 
8/5/2018,$0.00 
8/6/2018,$117.43 
8/7/2018,$0.00 
8/8/2018,$139.83 
8/9/2018,$0.00 
8/10/2018,$0.00 
8/11/2018,$157.76 
8/12/2018,$0.00 
8/13/2018,$123.82 
8/14/2018,$148.60 
8/15/2018,$337.96 
8/16/2018,$55.48 
8/17/2018,$0.00 
8/18/2018,$161.18 
8/19/2018,$0.00 
8/20/2018,$18.38 
8/21/2018,$0.00 
8/22/2018,$0.00 
8/23/2018,$74.71 
8/24/2018,$283.90 
8/25/2018,$107.99 
8/26/2018,$0.00 
8/27/2018,$150.00 
8/28/2018,$187.86 
8/29/2018,$91.79 
8/30/2018,$27.47 
8/31/2018,$97.13 
9/1/2018,$145.17 
9/2/2018,$0.00 
9/3/2018,$0.00 
9/4/2018,$204.94 
9/5/2018,$117.41 
9/6/2018,$97.13 
9/7/2018,$0.00 
9/8/2018,$185.61 
9/9/2018,$0.00 
9/10/2018,$208.15 
9/11/2018,$273.27 
9/12/2018,$36.71 
9/13/2018,$95.13 
9/14/2018,$0.00 
9/15/2018,$240.19 
9/16/2018,$0.00 
9/17/2018,$0.00 
9/18/2018,$496.40 
9/19/2018,$272.27 
9/20/2018,$0.00 
9/21/2018,$21.35 
9/22/2018,$268.99 
9/23/2018,$0.00 
9/24/2018,$6.39 
9/25/2018,$106.75 
9/26/2018,$44.81 
9/27/2018,$0.00 
9/28/2018,$0.00 
9/29/2018,$807.02 
9/30/2018,$0.00 
10/1/2018,$63.50 
10/2/2018,$155.83 
10/3/2018,$107.00 
10/4/2018,$186.81 
10/5/2018,$480.54 
10/6/2018,$262.59 
10/7/2018,$0.00 
10/8/2018,$109.91 
10/9/2018,$82.18 
10/10/2018,$26.69 
10/11/2018,$227.47 
10/12/2018,$0.00 
10/13/2018,$304.24 
10/14/2018,$0.00 
10/15/2018,$0.00 
10/16/2018,$341.57 
10/17/2018,$155.85 
10/18/2018,$149.42 
10/19/2018,$26.68 
10/20/2018,$0.00 
10/21/2018,$0.00 
10/22/2018,$532.67 
10/23/2018,$453.74 
10/24/2018,$102.06 
10/25/2018,$139.82 
10/26/2018,$268.97 
10/27/2018,$216.68 
10/28/2018,$0.00 
10/29/2018,$91.79 
10/30/2018,$117.41 
10/31/2018,$0.00 
11/1/2018,$0.00 
11/2/2018,$192.15 
11/3/2018,$134.49 
11/4/2018,$0.00 
11/5/2018,$566.07 
11/6/2018,$114.53 
11/7/2018,$160.13 
11/8/2018,$74.71 
11/9/2018,$600.96 
11/10/2018,$401.37 
11/11/2018,$0.00 
11/12/2018,$40.00 
11/13/2018,$0.00 
11/14/2018,$429.64 
11/15/2018,$156.90 
11/16/2018,$0.00 
11/17/2018,$53.38 
11/18/2018,$0.00 
11/19/2018,$280.36 
11/20/2018,$0.00 
11/21/2018,$609.07 
11/22/2018,$0.00 
11/23/2018,$0.00 
11/24/2018,$333.33 
11/25/2018,$0.00 
11/26/2018,$0.00 
11/27/2018,$128.09 
11/28/2018,$137.67 
11/29/2018,$65.10 
11/30/2018,$145.17 
12/1/2018,$305.64 
12/2/2018,$0.00 
12/3/2018,$561.45 
12/4/2018,$96.06 
12/5/2018,$38.49 
12/6/2018,$0.00 
12/7/2018,$53.44 
12/8/2018,$0.00 
12/9/2018,$0.00 
12/10/2018,$0.00 
12/11/2018,$23.04 
12/12/2018,$0.00 
12/13/2018,$74.73 
12/14/2018,$100.00 
12/15/2018,$225.23 
12/16/2018,$0.00 
12/17/2018,$21.35 
12/18/2018,$438.73 
12/19/2018,$50.00 
12/20/2018,$17.07 
12/21/2018,$80.12 
12/22/2018,$219.58 
12/23/2018,$0.00 
12/24/2018,$795.28 
12/25/2018,$0.00 
12/26/2018,$0.00 
12/27/2018,$83.44 
12/28/2018,$70.44 
12/29/2018,$0.00 
12/30/2018,$0.00 
12/31/2018,$74.23 
1/1/2019,$0.00 
